Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng,Tot_Dsg_Unts,Tot_Clms,Tot_Benes,Avg_Spnd_Per_Dsg_Unt_Wghtd,Avg_Spnd_Per_Clm,Avg_Spnd_Per_Bene,Outlier_Flag,year
RYDAPT,Midostaurin,1,Novartis,37074046.74,226119.0,1930.0,461.0,163.95812267,19209.350642,80420.925683,0.0,2020
RYTHMOL SR,Propafenone HCl,1,Glaxosmithkline,2508041.85,186235.0,1836.0,323.0,13.524585657,1366.035866,7764.8354489,0.0,2020
SAIZEN,Somatropin,1,"Emd Serono, Inc",550848.22,676.0,164.0,24.0,769.32413944,3358.8306098,22952.009167,0.0,2020
SAMSCA,Tolvaptan,1,Otsuka America,62691940.12,124706.5,5269.0,994.0,502.44060106,11898.261552,63070.362294,0.0,2020
SANCUSO,Granisetron,1,Kyowa/Cumberlan,7999795.87,13605.0,4816.0,1606.0,588.00410658,1661.0871823,4981.1929452,0.0,2020
SANDIMMUNE*,Cyclosporine,1,Novartis*,1176435.52,179931.5,1156.0,249.0,8.8599863244,1017.6777855,4724.6406426,0.0,2020
SANDOSTATIN,Octreotide Acetate,1,Novartis,249704.33,9682.0,136.0,51.0,26.511166586,1836.06125,4896.1633333,0.0,2020
SANDOSTATIN LAR DEPOT,"Octreotide Acetate,Mi-Spheres",1,Novartis,56164382.53,11084.0,9333.0,1382.0,5083.1851675,6017.8273363,40639.929472,0.0,2020
SAPHRIS,Asenapine Maleate,1,Forest/Allergan,107720607.26,5225683.0,107877.0,14400.0,20.613006602,998.55026799,7480.5977264,0.0,2020
SAVAYSA,Edoxaban Tosylate,1,"Daiichi Sankyo,",7799760.18,606156.0,13286.0,2452.0,12.869120761,587.06609815,3180.9788662,0.0,2020
SAVELLA,Milnacipran HCl,1,Allergan Inc.,59799644.62,8838762.0,100526.0,19099.0,6.7672760897,594.86744345,3131.0353746,0.0,2020
SEASONIQUE,L-Norgest/E.Estradiol-E.Estrad,1,Teva Women's He,100279.98,23387.0,257.0,90.0,4.2878513704,390.19447471,1114.222,0.0,2020
SELZENTRY,Maraviroc,1,Viiv Healthcare,43522988.5,1674404.0,23628.0,2447.0,26.492071125,1842.0089936,17786.264201,0.0,2020
SENSIPAR,Cinacalcet HCl,1,Amgen,24137136.5,722076.5,19298.0,5441.0,33.067708477,1250.7584465,4436.1581511,0.0,2020
SEREVENT DISKUS,Salmeterol Xinafoate,1,Glaxosmithkline,60400396.26,8987719.0,105435.0,24942.0,6.7203253974,572.86855655,2421.6340414,0.0,2020
SEROQUEL,Quetiapine Fumarate,1,Astrazeneca,12952260.57,1289871.5,18152.0,2577.0,10.657407773,713.5445444,5026.1003376,0.0,2020
SEROQUEL XR,Quetiapine Fumarate,1,Astrazeneca,14820760.32,770870.0,14519.0,1890.0,19.318758951,1020.7838226,7841.672127,0.0,2020
SEROSTIM,Somatropin,1,"Emd Serono, Inc",102791575.24,180660.0,6139.0,693.0,569.1589883,16744.025939,148328.3914,0.0,2020
SF,Fluoride (Sodium),1,Cypress Pharm.,184193.91,1592156.0,22597.0,11100.0,0.1156883559,8.1512550339,16.594045946,0.0,2020
SIGNIFOR,Pasireotide Diaspartate,1,Novartis/Record,1417103.29,5824.0,96.0,16.0,243.39510881,14761.492604,88568.955625,0.0,2020
SILENOR,Doxepin HCl,1,Pernix Therapeu,13046160.77,798359.0,24363.0,6188.0,16.340965168,535.49073472,2108.3000598,0.0,2020
SILVADENE,Silver Sulfadiazine,1,Pfizer US Pharm,48462.35,263517.0,2120.0,1707.0,0.1839059719,22.859599057,28.39036321,0.0,2020
SIRTURO,Bedaquiline Fumarate,1,Janssen Product,1579345.46,9796.0,345.0,58.0,161.22350551,4577.8129275,27230.094138,0.0,2020
SKELAXIN,Metaxalone,1,Pfizer US Pharm,499774.3,49479.0,560.0,174.0,10.100735666,892.45410714,2872.266092,0.0,2020
SKYLA,Levonorgestrel,1,"Bayer,Pharm Div",16273.33,19.0,19.0,19.0,856.49105263,856.49105263,856.49105263,1.0,2020
SOLODYN,Minocycline HCl,1,Bausch Health U,8226.08,2430.0,60.0,14.0,3.3140024206,137.10133333,587.57714286,1.0,2020
SOMA,Carisoprodol,1,Meda/Mylan Spec,1431579.75,152770.0,1549.0,274.0,9.2901276277,924.19609425,5224.7436131,0.0,2020
SOMATULINE DEPOT,Lanreotide Acetate,1,Ipsen Biopharma,43799697.04,2214.7,4799.0,669.0,21050.461419,9126.838308,65470.399163,0.0,2020
SOMAVERT,PEGvisomant,1,Pharmaci/Pfizer,36050936.72,78692.0,2566.0,307.0,449.7089996,14049.468714,117429.7613,0.0,2020
SOOLANTRA,IVermectin,1,Galderma Labora,7533739.18,568310.0,12016.0,7300.0,13.256390315,626.97563083,1032.0190658,0.0,2020
SORILUX,Calcipotriene,1,Mayne Pharma In,855174.29,63000.0,700.0,332.0,13.574195079,1221.6775571,2575.8261747,0.0,2020
SOVALDI,Sofosbuvir,1,Gilead Sciences,4150186.51,4214.0,151.0,50.0,984.85678927,27484.678874,83003.7302,0.0,2020
SPIRIVA,Tiotropium Bromide,1,Boehringer Ing.,1153453863.4,75610925.0,1644087.0,371913.0,15.255121709,701.5771449,3101.4077578,0.0,2020
SPIRIVA RESPIMAT,Tiotropium Bromide,1,Boehringer Ing.,804565194.21,7521988.96,1361758.0,326120.0,107.06308075,590.82832207,2467.0832645,0.0,2020
SPORANOX,Itraconazole,1,Janssen Pharm.,509944.3,153709.0,305.0,75.0,9.3012789009,1671.9485246,6799.2573333,0.0,2020
SPRITAM,Levetiracetam,1,Aprecia Pharmac,287928.11,32377.0,364.0,130.0,8.8987983368,791.01129121,2214.8316154,0.0,2020
SPRIX,Ketorolac Tromethamine,1,Egalet/Zyla Lif,2866365.01,7105.0,1388.0,542.0,403.42927657,2065.1044741,5288.4963284,0.0,2020
SPRYCEL,Dasatinib,1,BMS Primarycare,418689356.43,1141269.999,35696.0,4667.0,377.97161487,11729.307385,89712.739754,0.0,2020
STARLIX,Nateglinide,1,Novartis,375489.89,104483.0,681.0,141.0,3.6016363542,551.38016153,2663.0488652,0.0,2020
STIOLTO RESPIMAT,Tiotropium Br/Olodaterol HCl,1,Boehringer Ing.,264984002.88,2554485.64,473696.0,106742.0,103.73282148,559.39674998,2482.4717813,0.0,2020
STIVARGA,Regorafenib,1,"Bayer,Pharm Div",109102677.99,491596.0,7023.0,2396.0,221.93565039,15535.05311,45535.341398,0.0,2020
STRATTERA,Atomoxetine HCl,1,Eli Lilly & Co.,1906902.66,132695.0,2673.0,466.0,14.500096432,713.39418631,4092.065794,0.0,2020
STRIBILD,Elviteg/Cob/Emtri/Tenofo Disop,1,Gilead Sciences,47530535.42,409289.0,12616.0,1596.0,116.12952075,3767.4806135,29781.037231,0.0,2020
STRIVERDI RESPIMAT,Olodaterol HCl,1,Boehringer Ing.,3158540.01,54653.0,9318.0,2409.0,57.792619069,338.97188345,1311.1415567,0.0,2020
SUBOXONE,Buprenorphine HCl/Naloxone HCl,1,Indivior Inc.,139934183.83,14973532.86,353773.0,37632.0,9.4791600285,395.54794693,3718.4891536,0.0,2020
SUCRAID,Sacrosidase,1,Qol Medical,37834002.55,1073210.0,3429.0,798.0,35.253121523,11033.538218,47411.030764,0.0,2020
SULAR,Nisoldipine,1,Covis Pharma,602979.62,24653.0,344.0,66.0,24.443457467,1752.8477326,9136.0548485,0.0,2020
SUPREP,"Sodium, Potassium,Mag Sulfates",1,Braintree/Sebel,87780177.91,295807760.38,834732.0,811855.0,0.2967473801,105.15971343,108.12297505,0.0,2020
SUSTIVA,Efavirenz,1,BMS,2145571.28,68921.0,1991.0,366.0,31.518487678,1077.6349975,5862.216612,0.0,2020
SUTENT,Sunitinib Malate,1,Pfizer US Pharm,120222573.77,235878.0,9953.0,1887.0,530.47108811,12079.028812,63710.955893,0.0,2020
SYMBICORT,Budesonide/Formoterol Fumarate,1,Astrazeneca,1979983681.5,56252306.247,3999802.0,1017530.0,35.178071246,495.02042388,1945.8725359,0.0,2020
SYMBYAX,Olanzapine/Fluoxetine HCl,1,Eli Lilly & Co.,196681.14,14804.0,368.0,61.0,13.899799301,534.45961957,3224.2809836,0.0,2020
SYMLINPEN 120,Pramlintide Acetate,1,Astrazeneca,5690833.43,27885.6,2568.0,444.0,204.07785488,2216.0566316,12817.19241,0.0,2020
SYMLINPEN 60,Pramlintide Acetate,1,Astrazeneca,2194533.03,7086.0,1309.0,302.0,309.69983489,1676.4958212,7266.6656623,0.0,2020
SYNDROS,Dronabinol,1,Insys Therapeut,355573.82,8790.0,154.0,75.0,40.452084187,2308.9209091,4740.9842667,0.0,2020
SYNERA,Lidocaine/Tetracaine,1,Galen US Incorp,24038.67,1413.0,39.0,21.0,17.012505308,616.37615385,1144.6985714,0.0,2020
SYNJARDY,Empagliflozin/Metformin HCl,1,Boehringer Ing.,65861974.26,7498242.0,80720.0,17621.0,8.783733651,815.93129658,3737.6978753,0.0,2020
SYNJARDY XR,Empagliflozin/Metformin HCl,1,Boehringer Ing.,89479916.55,7980008.0,106841.0,24248.0,12.289763792,837.50541974,3690.1978122,0.0,2020
SYNRIBO,Omacetaxine Mepesuccinate,1,"Cephalon,Inc.-T",2189719.74,1846.0,323.0,32.0,1186.1970423,6779.3180805,68428.741875,0.0,2020
TACLONEX,Calcipotriene/Betamethasone,1,Leo Pharma Inc.,2216474.85,123850.0,1362.0,739.0,17.939746307,1627.3677313,2999.2893775,0.0,2020
TAFINLAR,Dabrafenib Mesylate,1,Novartis,100077167.11,1104677.0,10003.0,1955.0,90.823487716,10004.715296,51190.366808,0.0,2020
TAGRISSO,Osimertinib Mesylate,1,Astrazeneca,793479171.97,1521951.0,49761.0,7016.0,521.35092531,15945.804384,113095.66305,0.0,2020
TAMIFLU,Oseltamivir Phosphate,1,Roche Labs.,254694.55,20996.0,2421.0,2252.0,12.121612927,105.20220983,113.09704707,0.0,2020
TARCEVA,Erlotinib HCl,1,"Genentech, Inc.",14793672.25,77399.0,1854.0,349.0,222.67922616,7979.3269957,42388.745702,0.0,2020
TARGRETIN*,Bexarotene,1,Bausch Health U*,24085741.18,79639.8,827.0,235.0,303.07507892,29124.233591,102492.51566,1.0,2020
TARKA,Trandolapril/Verapamil HCl,1,Abbvie US LLC,421547.7,71311.0,1211.0,241.0,5.9129392819,348.09884393,1749.1605809,0.0,2020
TASIGNA,Nilotinib HCl,1,Novartis,339500199.22,2510926.0,26481.0,3148.0,135.21108493,12820.520344,107846.31487,0.0,2020
TAYTULLA,Norethindrone-E.Estradiol-Iron,1,Allergan Inc.,74891.23,10500.0,241.0,73.0,7.1324980952,310.7519917,1025.9072603,0.0,2020
TECFIDERA,Dimethyl Fumarate,1,Biogen-Idec,1054984601.4,7428258.0,108629.0,14663.0,142.02413276,9711.8136169,71948.755465,0.0,2020
TEFLARO,Ceftaroline Fosamil Acetate,1,Allergan Inc.,11106086.24,664400.567,4604.0,1173.0,16.711991734,2412.2689487,9468.1042114,1.0,2020
TEGRETOL,Carbamazepine,1,Novartis,13773590.97,8197984.225,30795.0,4601.0,2.3845944803,447.26712031,2993.6081221,0.0,2020
TEKTURNA,Aliskiren Hemifumarate,1,Noden Pharma D.,2398833.98,293326.0,5672.0,1419.0,8.2470364163,422.92559591,1690.5102044,0.0,2020
TEKTURNA HCT,Aliskiren/Hydrochlorothiazide,1,Noden Pharma D.,4347228.76,515070.3,8719.0,1818.0,8.4711544894,498.59258631,2391.2149395,0.0,2020
TEMOVATE,Clobetasol Propionate,1,Sandoz,31089.43,3660.0,67.0,36.0,8.5119656948,464.02134328,863.59527778,1.0,2020
TENORETIC 50,Atenolol/Chlorthalidone,1,Almatica Pharma,166066.99,14288.0,264.0,56.0,11.622829647,629.04162879,2965.4819643,0.0,2020
TENORMIN,Atenolol,1,Almatica Pharma,4942433.83,400600.0,4848.0,1032.0,12.33681033,1019.4789253,4789.1800678,0.0,2020
TESTIM,Testosterone,1,Auxilium/Endo P,1342568.38,345480.0,1324.0,254.0,3.8860958087,1014.0244562,5285.7022835,0.0,2020
THALOMID,Thalidomide,1,Celgene/BMS,33138478.09,139020.0,4526.0,837.0,241.17934144,7321.8024945,39591.969044,0.0,2020
THYROGEN,Thyrotropin Alfa,1,Genzyme,205598.44,118.0,59.0,57.0,1742.359661,3484.719322,3606.9901754,0.0,2020
TIAZAC,Diltiazem HCl,1,Bausch Health U,198984.58,66818.0,1019.0,233.0,2.9827094871,195.27436703,854.01107296,0.0,2020
TIKOSYN,Dofetilide,1,Pfizer US Pharm,2403026.6,236268.0,2027.0,701.0,10.186739598,1185.5089295,3427.9980029,0.0,2020
TIMOPTIC OCUDOSE,Timolol Maleate/PF,1,Bausch Health U,14183026.54,1693654.0,20212.0,5962.0,8.3712969848,701.71316743,2378.9041496,0.0,2020
TIVICAY,Dolutegravir Sodium,1,Viiv Healthcare,656037861.54,10560745.0,311735.0,34771.0,62.132627394,2104.4729066,18867.385509,0.0,2020
TOPAMAX,Topiramate,1,Janssen Pharm.,53016266.71,3600763.5,31026.0,4078.0,15.701685621,1708.7689908,13000.555839,0.0,2020
TOUJEO SOLOSTAR,"Insulin Glargine,Hum.Rec.Anlog",1,Sanofi-Aventis,569974166.18,6557224.548,791680.0,167354.0,86.923081863,719.95524224,3405.79948,0.0,2020
TOVIAZ,Fesoterodine Fumarate,1,Pfizer US Pharm,180987271.35,15393462.0,342629.0,69901.0,11.75833593,528.23103517,2589.1943084,0.0,2020
TRACLEER,Bosentan,1,Actelion Pharma,33833037.57,171993.0,2891.0,369.0,196.71445367,11702.883974,91688.448699,0.0,2020
TRADJENTA,Linagliptin,1,Boehringer Ing.,1288663292.9,83462397.813,1831827.0,330487.0,15.440046376,703.48525974,3899.2858808,0.0,2020
TRANXENE T-TAB,Clorazepate Dipotassium,1,Recordati Rare,147524.94,12271.0,158.0,48.0,12.022242686,933.7021519,3073.43625,0.0,2020
TREANDA,Bendamustine HCl,1,"Cephalon,Inc.-T",1622384.81,738.0,162.0,35.0,2579.7837918,10014.721049,46353.851714,0.0,2020
TRELEGY ELLIPTA,Fluticasone/Umeclidin/Vilanter,1,Glaxosmithkline,1487802307.6,152997274.44,1987542.0,419392.0,9.724371217,748.56395872,3547.5219071,0.0,2020
TRESIBA FLEXTOUCH U-100,Insulin Degludec,1,Novo Nordisk,566562499.91,16385884.8,904009.0,204096.0,34.576253088,626.72218961,2775.9608219,0.0,2020
TRESIBA FLEXTOUCH U-200,Insulin Degludec,1,Novo Nordisk,917347317.34,13302750.8,828208.0,176322.0,68.959219873,1107.6291431,5202.6821233,0.0,2020
TRIBENZOR,Olmesartan/Amlodipin/HCThiazid,1,"Daiichi Sankyo,",2503673.43,217405.0,4672.0,821.0,11.517503615,535.88900471,3049.5413276,0.0,2020
TRICOR,Fenofibrate Nanocrystallized,1,Abbvie US LLC,271185.18,296285.0,4318.0,1345.0,0.9187310717,62.803422881,201.62466914,0.0,2020
TRIESENCE,Triamcinolone Acetonide/PF,1,Alcon/Novartis,4826.44,32.0,29.0,19.0,150.82625,166.42896552,254.02315789,1.0,2020
TRILEPTAL,Oxcarbazepine,1,Novartis,21734724.75,3280847.0,14628.0,1941.0,10.093393174,1485.83024,11197.694359,0.0,2020
TRILIPIX,Fenofibric Acid (Choline),1,Abbvie US LLC,570858.66,73409.0,1216.0,260.0,7.7570249415,469.45613487,2195.6102308,0.0,2020
TRINTELLIX,Vortioxetine Hydrobromide,1,Takeda Pharmace,314974934.93,23057389.0,614838.0,97196.0,13.660949421,512.28931024,3240.6162283,0.0,2020
TRIUMEQ,Abacavir/Dolutegravir/Lamivudi,1,Viiv Healthcare,738986222.11,7164885.0,221077.0,24217.0,103.13999766,3342.6644206,30515.184462,0.0,2020
TRIZIVIR,Abacavir/Lamivudine/Zidovudine,1,Viiv Healthcare,789472.77,28776.0,457.0,123.0,27.435111551,1727.5115317,6418.4778049,0.0,2020
TROKENDI XR,Topiramate,1,Supernus Pharma,57552735.18,2151247.0,43492.0,6922.0,26.81309077,1323.294748,8314.4662207,0.0,2020
TRUSOPT,Dorzolamide HCl,1,Merck Sharp & D,152983.14,20153.0,1466.0,362.0,7.5910851982,104.35412005,422.60535912,0.0,2020
TRUVADA,Emtricitabine/Tenofovir (Tdf),1,Gilead Sciences,164325555.86,2626592.0,79859.0,13732.0,62.562156369,2057.6961377,11966.614904,0.0,2020
TYBOST,Cobicistat,1,Gilead Sciences,233323.32,27980.0,804.0,145.0,8.3389320944,290.20313433,1609.1263448,0.0,2020
TYKERB,Lapatinib Ditosylate,1,Novartis,27908351.84,483650.988,4091.0,731.0,57.703493909,6821.8899633,38178.319891,0.0,2020
TYMLOS,Abaloparatide,1,"Radius Health,",132756710.0,103597.56,60036.0,11704.0,1281.4656059,2211.2850623,11342.849453,0.0,2020
TYVASO REFILL KIT,Treprostinil/Neb Accessories,1,United Therap,4106750.77,17539.2,216.0,36.0,234.14698333,19012.735046,114076.41028,0.0,2020
ULORIC,Febuxostat,1,Takeda Pharmace,17641166.52,1661835.25,37935.0,10627.0,10.615221122,465.03668169,1660.0326075,0.0,2020
ULTRACET,Tramadol HCl/Acetaminophen,1,Janssen Pharm.,347390.56,137990.0,1184.0,228.0,2.5175053265,293.40418919,1523.642807,0.0,2020
ULTRAM,Tramadol HCl,1,Janssen Pharm.,2029191.85,591739.0,5136.0,1128.0,3.4292007963,395.09187111,1798.928945,0.0,2020
ULTRAVATE,Halobetasol Propionate,1,Sun Pharmaceuti,713858.9,46712.0,663.0,406.0,15.28213093,1076.7102564,1758.2731527,0.0,2020
UPTRAVI,Selexipag,1,Actelion Pharma,540954175.59,2069416.0,28501.0,3220.0,283.28239367,18980.182295,167998.19118,0.0,2020
UROXATRAL,Alfuzosin HCl,1,Concordia Pharm,2045196.1,94427.0,1668.0,316.0,21.659018077,1226.1367506,6472.139557,0.0,2020
URSO,Ursodiol,1,Aptalis/Allerga,237965.25,44109.0,220.0,40.0,5.3949364075,1081.6602273,5949.13125,0.0,2020
URSO FORTE,Ursodiol,1,Aptalis/Allerga,558870.51,58958.0,470.0,97.0,9.4791293802,1189.0861915,5761.5516495,0.0,2020
VAGIFEM,Estradiol,1,Novo Nordisk,4945696.58,240378.657,13214.0,3422.0,20.574607753,374.27702285,1445.2649269,0.0,2020
VALCYTE,Valganciclovir HCl,1,"Genentech, Inc.",798253.26,26555.0,227.0,78.0,53.316233001,3516.534185,10234.016154,1.0,2020
VALTREX,Valacyclovir HCl,1,Glaxosmithkline,5304186.36,332062.0,5545.0,1571.0,16.374584338,956.57102976,3376.3121324,0.0,2020
VANDAZOLE,Metronidazole,1,Upsher-Smith La,869884.21,827415.0,11517.0,8835.0,1.0513275805,75.530451506,98.458880589,0.0,2020
VANOS,Fluocinonide,1,Bausch Health U,627538.12,24240.0,143.0,34.0,25.888536304,4388.3784615,18457.003529,0.0,2020
VASCEPA,Icosapent Ethyl,1,Amarin Pharma I,754811701.2,272878854.0,1711456.0,333614.0,2.7709440714,441.03482719,2262.5300533,0.0,2020
VASERETIC,Enalapril/Hydrochlorothiazide,1,Bausch Health U,234106.78,18810.0,259.0,60.0,12.445868155,903.88718147,3901.7796667,0.0,2020
VASOTEC,Enalapril Maleate,1,Bausch Health U,4856329.13,244743.0,2842.0,536.0,19.817952248,1708.7716854,9060.315541,0.0,2020
VELCADE,Bortezomib,1,Millennium Phar,14973142.0,9126.562,2861.0,516.0,1640.6114373,5233.5344285,29017.717054,0.0,2020
VELPHORO,Sucroferric Oxyhydroxide,1,Fresenius Medic,343032074.74,22652319.5,123235.0,29839.0,15.143353189,2783.5604718,11496.098218,0.0,2020
VELTASSA,Patiromer Calcium Sorbitex,1,Relypsa/Vifor P,111516027.14,3622050.6,116485.0,29988.0,30.801512177,957.34238005,3718.68838,0.0,2020
VEMLIDY,Tenofovir Alafenamide,1,Gilead Sciences,127209284.59,3187138.0,93493.0,10631.0,39.913328067,1360.6289732,11965.881346,0.0,2020
VENCLEXTA,Venetoclax,1,Abbvie US LLC,562138427.02,5493988.0,62465.0,13283.0,99.449278868,8999.2544148,42320.140557,0.0,2020
VENCLEXTA STARTING PACK,Venetoclax,1,Abbvie US LLC,8821411.5,136243.0,3252.0,3227.0,64.747631071,2712.6111624,2733.6261233,0.0,2020
VENTOLIN HFA,Albuterol Sulfate,1,Glaxosmithkline,314326928.26,99979436.378,4649329.0,1693314.0,3.1439157856,67.606944628,185.62825812,0.0,2020
VEREGEN,Sinecatechins,1,Doak Derm.,223303.56,4890.0,150.0,85.0,45.665349693,1488.6904,2627.1007059,0.0,2020
VERELAN,Verapamil HCl,1,Kremers/Lannett,303544.42,41576.0,477.0,121.0,7.5808093745,636.36146751,2508.6315702,0.0,2020
VERELAN PM,Verapamil HCl,1,Kremers/Lannett,178329.01,27516.0,361.0,71.0,6.5336111509,493.98617729,2511.6761972,0.0,2020
VERZENIO,Abemaciclib,1,Eli Lilly & Co.,286188072.97,1253800.0,22862.0,4118.0,228.26026602,12518.068103,69496.860847,0.0,2020
VESICARE,Solifenacin Succinate,1,Astellas Pharma,24266368.45,2036624.0,44858.0,16456.0,11.913154177,540.95966048,1474.6213205,0.0,2020
VFEND,Voriconazole,1,Pfizer US Pharm,42157.76,7948.0,77.0,29.0,4.2980992636,547.50337662,1453.7158621,0.0,2020
VIAGRA,Sildenafil Citrate,1,Pfizer/Viatris,2054228.87,27670.0,6335.0,1102.0,74.654284585,324.26659353,1864.0915336,0.0,2020
VIBERZI,Eluxadoline,1,Allergan Inc.,60194815.29,2724323.5,42359.0,8693.0,22.094837238,1421.0631811,6924.5157356,0.0,2020
VICTOZA 2-PAK,Liraglutide,1,Novo Nordisk,349476158.75,3201803.5,400626.0,101652.0,109.14978347,872.32520792,3437.9663829,0.0,2020
VICTOZA 3-PAK,Liraglutide,1,Novo Nordisk,1545815414.8,14344248.0,1040550.0,224779.0,107.76552488,1485.575335,6877.0455193,0.0,2020
VIIBRYD,Vilazodone HCl,1,Allergan Inc.,125109997.74,12936186.0,327934.0,52638.0,9.6725420417,381.50968713,2376.7999875,0.0,2020
VIMOVO,Naproxen/Esomeprazole Mag,1,Horizon Pharma,17389928.13,416038.0,6369.0,1756.0,41.80027393,2730.4016533,9903.1481378,0.0,2020
VIMPAT*,Lacosamide,1,UCB Pharma*,709365914.73,68829140.544,759926.0,80072.0,14.390566883,933.46709381,8859.1007435,0.0,2020
VIRACEPT,Nelfinavir Mesylate,1,Viiv Healthcare,1431045.79,159676.0,1091.0,150.0,9.6994940839,1311.6826673,9540.3052667,0.0,2020
VIRAMUNE XR,Nevirapine,1,Boehringer Ing.,429690.23,15171.0,435.0,64.0,28.323131633,987.79363218,6713.9098438,0.0,2020
VIREAD,Tenofovir Disoproxil Fumarate,1,Gilead Sciences,6423974.71,166817.0,4121.0,736.0,40.617149591,1558.8388037,8728.2265082,0.0,2020
VIVELLE-DOT,Estradiol,1,Novartis,5055897.96,307193.0,21793.0,4601.0,16.458933265,231.99641903,1098.8693675,0.0,2020
VIVITROL,Naltrexone Microspheres,1,Alkermes Inc,36655227.27,26489.379,26136.0,6439.0,1383.7707283,1402.4803822,5692.6894347,0.0,2020
VOLTAREN,Diclofenac Sodium,1,Endo Pharm Inc.,1108656.94,2007311.0,12446.0,5958.0,0.5523095026,89.077369436,186.07870762,0.0,2020
VOSEVI,Sofosbuvir/Velpatas/Voxilaprev,1,Gilead Sciences,67125606.58,73906.999,2625.0,1011.0,908.24424599,25571.65965,66395.258734,0.0,2020
VOTRIENT,Pazopanib HCl,1,Novartis,147821583.33,1248188.0,13859.0,2574.0,118.42894126,10666.107463,57428.742552,0.0,2020
VRAYLAR,Cariprazine HCl,1,Allergan Inc.,487495093.42,11585972.0,375543.0,56285.0,42.076772764,1298.1072565,8661.1902535,0.0,2020
VYFEMLA,Norethindrone-Ethin. Estradiol,1,Lupin Pharmaceu,40058.65,46228.0,727.0,184.0,0.8665451674,55.10130674,217.71005435,0.0,2020
VYVANSE,Lisdexamfetamine Dimesylate,1,Shire US Inc.,95861741.66,8741992.0,267007.0,36686.0,10.96572114,359.0233277,2613.033355,0.0,2020
VYZULTA,Latanoprostene Bunod,1,Bausch Health U,37642502.51,462405.133,101073.0,28139.0,81.405892417,372.4288634,1337.7341949,0.0,2020
WELCHOL,Colesevelam HCl,1,"Daiichi Sankyo,",78099195.03,18561665.5,102465.0,24277.0,5.3137707799,762.2036308,3217.0035437,0.0,2020
WELLBUTRIN SR,Bupropion HCl,1,Glaxosmithkline,6174263.77,733543.0,8141.0,1611.0,8.4740422986,758.41589117,3832.5659652,0.0,2020
WELLBUTRIN XL,Bupropion HCl,1,Bausch Health U,74015160.42,1371976.0,24125.0,3950.0,55.429627314,3067.9859241,18738.015296,0.0,2020
XALATAN,Latanoprost,1,Pfizer/Viatris,8408259.38,105447.5,22947.0,4524.0,79.738821499,366.42085589,1858.5896065,0.0,2020
XALKORI,Crizotinib,1,Pfizer US Pharm,62640523.79,205640.0,3778.0,654.0,304.61655277,16580.339807,95780.617416,0.0,2020
XANAX,Alprazolam,1,Pfizer/Viatris,16560144.36,2513008.0,29447.0,4927.0,6.5657063741,562.37118756,3361.1009458,0.0,2020
XANAX XR,Alprazolam,1,Pfizer/Viatris,316484.0,30170.0,502.0,79.0,10.642130173,630.44621514,4006.1265823,0.0,2020
XARELTO,Rivaroxaban,1,Janssen Pharm.,4701314805.0,307078850.29,6491930.0,1184718.0,15.450049371,724.17829598,3968.2986204,0.0,2020
XELJANZ,Tofacitinib Citrate,1,Pfizer US Pharm,320473730.17,4065645.0,66827.0,9966.0,78.502483454,4795.5726004,32156.705817,0.0,2020
XELJANZ XR,Tofacitinib Citrate,1,Pfizer US Pharm,575315148.29,3604478.0,107616.0,16039.0,159.61112908,5346.0001142,35869.764218,0.0,2020
XERESE,Acyclovir/Hydrocortisone,1,Bausch Health U,513362.76,2095.0,348.0,247.0,245.04189021,1475.1803448,2078.3917409,0.0,2020
XERMELO,Telotristat Etiprate,1,Lexicon/Tersera,13645487.4,169938.0,2017.0,340.0,80.296857678,6765.2391671,40133.786471,0.0,2020
XIFAXAN,Rifaximin,1,Salix Pharmaceu,844562189.07,19658972.0,360725.0,83804.0,43.072493752,2341.2909809,10077.826704,0.0,2020
XIGDUO XR,Dapagliflozin/Metformin HCl,1,Astrazeneca,73873719.87,6641064.0,93057.0,19955.0,12.094247053,793.85451788,3702.0155284,0.0,2020
XOPENEX,Levalbuterol HCl,1,Akorn Inc.,52126.23,15342.0,141.0,41.0,3.4057686363,369.68957447,1271.3714634,0.0,2020
XOPENEX HFA,Levalbuterol Tartrate,1,Sunovion Pharma,7378564.4,1577210.5,78416.0,22189.0,4.6782369253,94.095138747,332.53253414,0.0,2020
XTAMPZA ER,Oxycodone Myristate,1,Collegium Pharm,161277679.81,16697605.0,297833.0,44028.0,9.3269944235,541.50372796,3663.0707688,0.0,2020
XTANDI,Enzalutamide,1,Astellas Pharma,1968567948.0,19396808.0,167667.0,26490.0,101.48927329,11740.938575,74313.625821,0.0,2020
XYLOCAINE WITH EPINEPHRINE,Lidocaine HCl/Epinephrine,1,Fresenius Kabi,170.65,491.0,22.0,20.0,0.3498954877,7.7568181818,8.5325,1.0,2020
XYREM,Sodium Oxybate,1,Jazz Pharmaceut,287143623.57,9286650.0,19996.0,2079.0,30.920043672,14360.053189,138116.22105,0.0,2020
YASMIN 28,Ethinyl Estradiol/Drospirenone,1,"Bayer,Pharm Div",69878.8,15232.0,281.0,54.0,4.5876313025,248.67900356,1294.0518519,0.0,2020
YAZ,Ethinyl Estradiol/Drospirenone,1,"Bayer,Pharm Div",101575.05,18732.0,311.0,71.0,5.42254164,326.60787781,1430.634507,0.0,2020
